point_id,feasible,selected,objective_target_error,objective_input_energy,objective_peak_joint_force,decision_arm_length,decision_counterweight_mass,decision_projectile_mass,decision_sling_length,decision_initial_arm_angle,decision_release_angle,decision_joint_damping,decision_pivot_friction
108,1,0,11.371842176060802,236.99230420891885,85.3103388695091,2.0009519896375014,20.0054413299616,0.5610236731536173,4.345520687894066,-1.088541007156139,0.55,0.04798810446010188,0.047548104793004475
109,1,0,11.55613562052833,235.85314043196192,90.70791133490533,2.0057575986483176,20.015295455429452,0.5103667685641091,4.268099104083557,-1.0581859862991285,0.55,0.04948845459976006,0.018542412038108316
110,1,0,11.595745428608073,234.44870056396988,92.39589110095994,2.0005738253642598,20.000058556981614,0.5000182481769133,4.217273570372754,-1.0482766915974868,0.55,0.05168588278026354,0.0021189240388596042
111,1,0,11.791660026211375,235.67544526362002,88.59422772808307,2.004855707066743,20.009212811500134,0.5829422275729295,4.268099104083557,-1.0581859862991285,0.55,0.048451099020693,0.018542412038108316
112,1,0,11.814920869737264,281.17069026069163,69.26681448000622,2.302670160944019,20.002726572260762,0.5034480723050887,5.996506999638285,-1.2363717081800343,0.25437962486221277,0.3688935155230776,0.00023135406130107383
113,1,0,12.100687274855197,237.61061252793047,75.41132950411873,2.004194588790548,20.001157679924432,0.5031130524866795,4.5632997417270325,-1.0934488436950778,0.5499999999977072,0.18622444366341415,0.0011322140969714093
114,1,0,12.138023967244226,233.431934306562,100.85374156717,2.000281920023623,20.041723910990193,0.501054339962191,3.5406393626175525,-1.0253127531600819,0.55,0.0003810969826146815,0.00024866309512738827
115,1,0,12.294906151259518,281.1546426220603,69.1427326242829,2.302823309541866,20.000466641006234,0.5034480723050887,5.996506999638285,-1.2363089410530752,0.25437962486221277,0.3781913939717958,0.00023135406130107383
116,1,0,12.436552561538864,237.65900445532483,74.6662660500527,2.003919879300416,20.007973566735753,0.5031029325859581,4.5632997417270325,-1.0934488436950778,0.5499999999977072,0.1846895320101135,0.021003354400129445
117,1,0,12.712034893405086,234.87442079144122,82.42015094761047,2.00470248090791,20.0002077009949,0.5000491647267281,4.206507884519499,-1.0473243272130675,0.5492662484044026,0.07003130690525992,0.06824038742593805
118,1,0,12.96421075277965,231.5691103114184,96.75558367523455,2.002353979107821,20.03031382805125,0.5034483991466172,3.6363478109394958,-0.9958422096060715,0.549932723604917,0.02364211127357757,0.0026955650587413282
119,1,0,13.20258205549251,233.9918021441338,90.24854588213243,2.00397592213093,20.05248184092243,0.501054339962191,3.5406393626175525,-1.0253623714869946,0.55,0.06301296666973731,0.00024866309512738827
120,1,0,13.27511219484705,233.11858289141628,88.94685495885558,2.0038112579599234,20.001101170583425,0.5877181512282377,4.340588576743331,-1.021475953512574,0.5376941090500147,0.06377159241979538,0.004049064048058951
121,1,0,13.449132890366627,229.0242366950236,100.35486418737715,2.0001821745937196,20.000375306367744,0.500529329290077,3.668459586089714,-0.9679157949565312,0.55,0.0056975447979464855,0.0007634769550295961
122,1,0,13.586835403622409,234.33992031570256,88.21220987872354,2.0148452960846495,20.033304367209958,0.5031213480470234,4.508870891282536,-1.0148646475387566,0.5499978751440734,0.08895666598424136,0.0011589752397193939
123,1,0,13.687753848910393,239.3562593238117,73.82193868361874,2.000035991987234,20.001053631929615,0.5005378811511991,5.934906045039999,-1.1338630322879024,0.5498344706355165,0.33576869422719824,0.0022766046805797655
124,1,0,13.945029323326498,228.25991121735134,101.56408564903637,2.0001686949320048,20.041723910990193,0.501054339962191,3.5406393626175525,-0.9508018954610904,0.55,0.0003810969826146815,0.00015012007902026614
125,1,0,14.12108791436523,232.45296228749768,80.56309234869144,2.000232075578732,20.001101170583425,0.5571988746822685,4.451565287415007,-1.017686810685201,0.549993192667622,0.1348898756931879,0.004784652516741001
126,1,0,14.18201274604412,232.45296228749768,80.4451738436122,2.000232075578732,20.001101170583425,0.5571988746822685,4.451565287415008,-1.017686810685201,0.549993192667622,0.1348898756931879,0.0067338754252026685
127,1,0,14.391104287673759,232.81456939090344,75.24143070904033,2.0006827266203793,20.00006606289488,0.5020879330918153,4.21202752799123,-1.0225747605550886,0.5446947891987475,0.19031834039686463,0.01829799343404161
128,1,0,14.639294298016509,244.36881913761985,68.98083199662015,2.001120809440602,20.00162266065481,0.5045557859843579,5.396411374654885,-1.237165760640313,0.11153123663013487,0.29890214664867376,0.041909015722009474
129,1,0,14.847753699706072,227.16792298134536,97.81920762550175,2.005711371929256,20.04336459775603,0.5002393936306984,3.5637871544886313,-0.9274088822812252,0.5499367936718005,0.02385102075108872,0.0002626478609690365
130,1,0,15.051596632414913,226.0683672646334,101.13180618266948,2.0023703205288204,20.001034849841375,0.5016276890389619,3.5599904058190788,-0.9242046438593987,0.5287095240395174,0.00426931197399151,0.0012813082885606702
131,1,0,15.244475010953305,231.4521466392447,86.67041677040775,2.0047204985910696,20.255238204257065,0.5023325522712918,3.592927845827788,-0.9539884580651949,0.5492997608778518,0.07021657757854582,0.05474583737735102
132,1,0,15.291319533546194,230.16225153254632,85.83119062867745,2.0047204985910696,20.14235468589677,0.5023325522712918,3.592927845827788,-0.9539884580651949,0.5492997608778518,0.07021657757854582,0.05474583737735102
133,1,0,15.320596852981119,229.46994447410242,82.64554875367752,2.0000301445192123,20.00027550371152,0.6607468248505319,4.194293851534142,-0.9744673796863847,0.5499991340263859,0.030942927795408415,0.0938118801438666
134,1,0,15.479538572683964,244.0897257061998,70.3574912730981,2.002358421675413,20.000163586984776,0.5040140620844005,4.4871816457800335,-1.2272894186448609,0.0577564351407146,0.29890214664867376,0.012995268522011029
135,1,0,15.509053355283914,224.09963574377576,101.4195525303934,2.0000447191876813,20.000003524621942,0.500434150585901,3.5804685079819754,-0.9021269137041197,0.5461415055740203,0.000527880837310444,0.003339311354271138
136,1,0,15.759858706134441,239.75858544054248,72.07122144662749,2.0060165293991385,20.00001024111741,0.5013938454542011,4.262570796244615,-1.1282512824386606,0.5492538744782135,0.15436428713060835,0.08783408824250456
