design,field_deg,wavelength_um,ray_id,x_mm,y_mm
reference,0,0.4861,44,0.016320045946883965,-0.024480068920326392
reference,0,0.4861,45,0.01368126939392944,0.0319229619191681
reference,0,0.4861,46,0.010491034869610782,0.020982069739221565
reference,0,0.4861,47,0.007610904409931063,0.012684840683216514
reference,0,0.4861,48,0.005148620917244662,0.006864827889660585
reference,0,0.4861,49,0.0031753568276007282,0.0031753568276007282
reference,0,0.4861,50,0.0017375918845106142,0.0011583945896738168
reference,0,0.4861,51,0.0008643699089885271,0.00028812330299654576
reference,0,0.4861,52,0.0005716067282335313,0
reference,0,0.4861,53,0.0008643699089885271,-0.00028812330299654576
reference,0,0.4861,54,0.0017375918845106142,-0.0011583945896738168
reference,0,0.4861,55,0.0031753568276007282,-0.0031753568276007282
reference,0,0.4861,56,0.005148620917244662,-0.006864827889660585
reference,0,0.4861,57,0.007610904409931063,-0.012684840683216514
reference,0,0.4861,58,0.010491034869610782,-0.020982069739221565
reference,0,0.4861,59,0.01368126939392944,-0.0319229619191681
reference,0,0.4861,60,0.008322726642737477,0.029129543249581058
reference,0,0.4861,61,0.00613383597843109,0.01840150793529549
reference,0,0.4861,62,0.0041692546474840775,0.010423136618711748
reference,0,0.4861,63,0.0024960087772445405,0.004992017554489081
reference,0,0.4861,64,0.0011583945896738168,0.0017375918845106142
reference,0,0.4861,65,0.0001853454007825217,0.0001853454007825217
reference,0,0.4861,66,-0.0004050590793123199,-0.00020252953965615994
reference,0,0.4861,67,-0.0006029119563619734,0
reference,0,0.4861,68,-0.0004050590793123199,0.00020252953965615994
reference,0,0.4861,69,0.0001853454007825217,-0.0001853454007825217
reference,0,0.4861,70,0.0011583945896738168,-0.0017375918845106142
reference,0,0.4861,71,0.0024960087772445405,-0.004992017554489081
reference,0,0.4861,72,0.0041692546474840775,-0.010423136618711748
reference,0,0.4861,73,0.00613383597843109,-0.01840150793529549
reference,0,0.4861,74,0.008322726642737477,-0.029129543249581058
reference,0,0.4861,75,0.003915823995728651,0.02741076797010411
reference,0,0.4861,76,0.0028037614080833606,0.01682256844849883
reference,0,0.4861,77,0.001808837968985788,0.00904418984492894
